ISBN,Book_avg_rating,Book_rating_count,Book_rating_std,Year_Of_Publication,Publisher,Genre,Title_Author_combined,Genre_grouped
2226036733,0.0,1,0.0,2000,Albin Michel,Horror,Misery Stephen King,Horror
0451520874,0.0,1,0.0,1956,Signet Book,Dystopian,Animal Farm George Orwell,SciFi_Fantasy
1559277246,9.0,1,9.0,2002,Audio Renaissance,Unknown,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich,Unknown
0133571114,5.0,2,5.0,1987,Prentice Hall,Young Adult,Go Ask Alice James Jennings,Young_Adult
0425074994,3.142857142857143,7,3.142857142857143,1984,Penguin Putnam~mass,Unknown,"Children of Dune (Dune Chronicles, Book 3) Frank Herbert",Unknown
0689851324,5.0,6,5.0,2002,Simon Pulse,Young Adult,Homecoming Cynthia Voigt,Young_Adult
0425064360,5.333333333333333,3,5.333333333333333,1983,Penguin Putnam~mass,Unknown,"Dune Messiah (Dune Chronicles, Book 2) Frank Herbert",Unknown
0451520807,10.0,2,10.0,1987,Signet Book,Children,The Secret Garden Frances Hodgson Burnett,Children
0679458174,4.0,2,4.0,1997,Random House Audio,Legal Thriller,Silent Witness Richard North Patterson,Thriller_Mystery
1556112734,0.0,1,0.0,1992,Island Nation Pr Llc,Romance,Secrets Katharine Marlowe,Romance
0553292447,1.5,6,1.5,1991,Bantam Books,Thriller,Reap the Wind Iris Johansen,Thriller_Mystery
0440295335,0.0,1,0.0,1995,Dell Publishing Company,Legal Thriller,The Chamber John Grisham,Thriller_Mystery
B0000E63CJ,3.75,4,3.75,2001,Scribner,Horror,Dreamcatcher Stephen King,Horror
0425195481,0.0,1,0.0,2004,Berkley Publishing Group,Horror,The Bad Place Dean Koontz,Horror
0595197752,0.0,1,0.0,2001,Writers Club Press,Romance,Full Circle Pat Browning,Romance
0553211595,3.3333333333333335,3,3.3333333333333335,1984,Bantam,Classic,Emma Jane Austen,Fiction
1402505272,3.6666666666666665,3,3.6666666666666665,2001,Recorded Books,Unknown,"A Child Called \It\"": One Child's Courage to Survive"" Dave Pelzer",Unknown
0440477093,1.8571428571428572,7,1.8571428571428572,1990,Yearling Books,Children,The Secret Garden Frances H. Burnett,Children
0893757829,3.4,5,3.4,1993,Troll Communications,Horror,Dracula Bram Stoker,Horror
0553540076,2.3333333333333335,3,2.3333333333333335,1990,Bantam Books,Classic,A Separate Peace John Knowles,Fiction
0312106122,8.0,1,8.0,1994,St Martins Pr,Historical Fiction,River God Wilbur A. Smith,Historical
0451145070,1.6,5,1.6,1986,New Amer Library,Horror,Cujo Stephen King,Horror
0060199490,3.25,4,3.25,2000,HarperCollins,Classic,Their Eyes Were Watching God Zora Neale Hurston,Fiction
0749303190,9.0,1,9.0,1992,Mandarin,Fiction,Colony Ben Bova,Fiction
0881030430,0.0,1,0.0,1999,Sagebrush Bound,Historical Fiction,"Roll of Thunder, Hear My Cry Mildred D. Taylor",Historical
0586212841,0.0,2,0.0,1993,HarperCollins,Fiction,Angel Barbara Taylor Bradford,Fiction
0881421073,8.0,1,8.0,1973,Soundelux Audio Publishing,Classic,Adventures of Huckleberry Finn Mark Twain,Fiction
084394577X,0.0,1,0.0,1999,Leisure Books,Thriller,Masquerade Katherine Deauxville,Thriller_Mystery
0451517636,0.0,3,0.0,1978,Signet Book,Classic,Hamlet William Shakespeare,Fiction
0399900705,0.0,4,0.0,1980,Putnam Pub Group,Thriller,The Bourne Identity Robert Ludlum,Thriller_Mystery
0618346252,0.0,2,0.0,2003,Houghton Mifflin Company,Unknown,"The Fellowship of the Ring (The Lord of the Rings, Part 1) J. R. R. Tolkien",Unknown
0446601764,1.6666666666666667,3,1.6666666666666667,1996,Warner Vision,Fiction,Beloved Stella Cameron,Fiction
0553240811,8.0,1,8.0,1981,Bantam Books,Fiction,Still Life with Woodpecker Tom Robbins,Fiction
1555472141,0.0,2,0.0,1988,Critics Choice Paperbacks/Lorevan Publishing,Romance,The Secret Adrian Malone,Romance
0446675091,0.0,4,0.0,1999,Warner Books,Thriller,The Charm School Nelson DeMille,Thriller_Mystery
0786243066,10.0,1,10.0,2002,Thorndike Press,Fiction,The Secret Life of Bees Sue Monk Kidd,Fiction
0451211111,5.25,4,5.25,2004,New American Library,Romance,Irresistible Forces Jo Beverley,Romance
0425049965,0.0,1,0.0,1980,Berkley Publishing Group,Science Fiction,Starship Troopers Robert A. Heinlein,SciFi_Fantasy
0590401122,0.0,1,0.0,1986,Scholastic,Romance,Three Wishes M. Jean Craig,Romance
1570427496,8.0,1,8.0,1999,Time Warner Audio Major,Romance,A Walk to Remember Nicholas Sparks,Romance
0394573293,2.625,8,2.625,1992,Random House Inc,Thriller,The Road to Omaha Robert Ludlum,Thriller_Mystery
0425131785,0.0,3,0.0,1992,Berkley Pub Group,Thriller,Flesh and Blood Thomas H. Cook,Thriller_Mystery
0525934189,5.6,5,5.6,1992,Dutton Books,Classic,Atlas Shrugged Ayn Rand,Fiction
1896095011,5.0,1,5.0,2000,Polestar Book Publishers,Horror,Dreamcatcher Meredy Maynard,Horror
0553714961,5.0,1,5.0,2002,Random House Audio Publishing Group,Thriller,Body of Lies Iris Johansen,Thriller_Mystery
0786705647,0.0,2,0.0,1998,Pub Group West,Historical Fiction,The Dark Room Julia Cameron,Historical
0553149954,5.0,2,5.0,1981,Bantam Dell Pub Group,Classic,Anne's House of Dreams Lucy Maud Montgomery,Fiction
0606190295,0.0,1,0.0,1999,Turtleback Books Distributed by Demco Media,Fiction,The Pilot's Wife Anita Shreve,Fiction
014017186X,4.5,4,4.5,1992,Penguin Books Ltd,Horror,Dracula Bram Stoker,Horror
0808514202,0.0,1,0.0,1999,Sagebrush Bound,Classic,The Grapes of Wrath John Steinbeck,Fiction
157815054X,4.0,2,4.0,1997,Media Books Audio Publishing,Thriller,Shadow Prey John Sandford,Thriller_Mystery
0505524759,0.0,2,0.0,2002,Love Spell,Romance,The Promise Dee Davis,Romance
1558176136,0.0,3,0.0,1992,Pinnacle Books,Thriller,When the Wind Blows Judith Marshall,Thriller_Mystery
0312929080,5.0,4,5.0,1992,St. Martin's True Crime Classics,Legal Thriller,Reasonable Doubt Steve Vogel,Thriller_Mystery
0448149222,0.0,1,0.0,1978,Putnam Pub Group,Classic,Adventures of Huckleberry Finn Mark Twain,Fiction
0821728385,0.0,2,0.0,1989,Zebra Books,Fiction,Cat's Eye William W. Johnstone,Fiction
0965451798,3.3333333333333335,6,3.3333333333333335,2002,Harcourt,Historical Fiction,Baudolino Umberto Eco,Historical
0679457976,8.0,1,8.0,1996,Random House Audio,Technothriller,Airframe Michael Crichton,Thriller_Mystery
0553247816,0.0,2,0.0,1981,Bantam Books,Children,Where the Red Fern Grows Wilson Rawls,Children
0448025493,5.0,2,5.0,1981,Price Stern Sloan Pub (J),Classic,Anne's House of Dreams Lucy Maude Montgomery,Fiction
0345385721,0.0,5,0.0,1993,Ballantine Books,Legal Thriller,Private Screening Richard North Patterson,Thriller_Mystery
0060179910,10.0,1,10.0,1992,HarperCollins Publishers,Fiction,Colony Anne Rivers Siddons,Fiction
0425091155,7.0,1,7.0,1985,Berkley Publishing Group,Horror,Night Chills Dean R. Koontz,Horror
0448054663,0.0,1,0.0,1970,Price Stern Sloan Pub (J),Classic,Little Women Louisa May Alcott,Fiction
0448023644,0.0,1,0.0,1976,Price Stern Sloan Pub (J),Classic,Little Women Louisa May Alcott,Fiction
0590404989,2.5,4,2.5,1987,Scholastic,Classic,Little Women Louisa May Alcott,Fiction
0849932998,4.5,2,4.5,1991,Thomas Nelson,Fiction,Angels Billy Graham,Fiction
0394580443,0.0,1,0.0,1989,Random House Trade,Fiction,Peachtree Road Anne Rivers Siddons,Fiction
0451520750,1.6,5,1.6,1961,Signet Book,Romance,Pride and Prejudice Jane Austen,Romance
044022330x,5.0,2,5.0,1996,Island,Unknown,Rush Limbaugh Is a Big Fat Idiot: And Other Observations Al Franken,Unknown
074932032X,0.0,3,0.0,1995,Mandarin,Romance,Slow Waltz in Cedar Bend Robert James Waller,Romance
0394538366,0.0,4,0.0,1986,Random House Inc,Fantasy,Lost Gary Devon,SciFi_Fantasy
038001677X,0.0,2,0.0,1977,Avon Books,Historical Fiction,Legacy Florence Hurd,Historical
0515041254,0.0,3,0.0,1978,Jove Books,Romance,Lawless John Jakes,Romance
B0000T6KIM,4.0,1,4.0,2002,St. Martin's Press,Romance,Faking It Jennifer Crusie,Romance
0440508649,3.3333333333333335,3,3.3333333333333335,1999,Dell Publishing Company,Unknown,Rush Limbaugh Is a Big Fat Idiot: And Other Observations Al Franken,Unknown
0312986033,0.0,1,0.0,2004,St. Martin's Paperbacks,Thriller,Masquerade Gayle Lynds,Thriller_Mystery
0743412508,5.0,1,5.0,2001,Simon Pulse,Humor,Naked Francine Pascal,Drama_Humor
000711091X,0.0,2,0.0,2001,HarperCollins Entertainment,Memoir,Billy Pamela Stephenson,Non_Fiction
1586215981,4.75,4,4.75,2004,Time Warner Audiobooks,Crime Thriller,3rd Degree James Patterson,Thriller_Mystery
0743532430,0.0,2,0.0,2003,Encore,Thriller,The Switch Sandra Brown,Thriller_Mystery
0553757075,0.0,2,0.0,2004,Random House Audio,Romance,Ransom DANIELLE STEEL,Romance
0395082560,10.0,3,10.0,1988,Houghton Mifflin Co,Unknown,"The Return of the King (The Lord of the Rings, Part 3) J. R. R. Tolkien",Unknown
0517668432,10.0,1,10.0,1988,Random House Value Publishing,Classic,Jane Eyre Charlotte Bronte,Fiction
0671003763,4.5,4,4.5,1997,Washington Square Press,Fiction,The Temple of My Familiar Alice Walker,Fiction
0451204506,3.0,3,3.0,2001,Signet,Legal Thriller,The Hearing John T. Lescroart,Thriller_Mystery
0399151575,0.0,1,0.0,2004,Putnam Publishing Group,Science Fiction,Naked in Death J. D. Robb,SciFi_Fantasy
0425197220,8.0,1,8.0,2004,Berkley Publishing Group,Romance,Hidden Riches Nora Roberts,Romance
0941423697,2.5,2,2.5,1991,Four Walls Eight Windows,Romance,Mercy Andrea Dworkin,Romance
0718136039,0.0,4,0.0,1997,Michael Joseph Ltd,Thriller,Wild Horses Dick Francis,Thriller_Mystery
0743228472,0.6666666666666666,3,0.6666666666666666,2002,Scribner,Unknown,From a Buick 8 : A Novel Stephen King,Unknown
0553095536,0.0,2,0.0,1994,Bantam Dell Pub Group,Medical Thriller,Natural Causes Michael Palmer,Thriller_Mystery
0525940650,0.0,1,0.0,1997,Dutton Books,Horror,Shadows Jonathan Nasaw,Horror
0849916402,1.75,4,1.75,2000,WestBow Press,Legal Thriller,The List Robert Whitlow,Thriller_Mystery
0316807222,6.5,2,6.5,1990,"Little, Brown",Children,Maniac Magee Jerry Spinelli,Children
0451407016,3.0,3,3.0,1997,Topaz,Thriller,Masquerade Mary Kingsley,Thriller_Mystery
0894714805,8.0,1,8.0,1986,Running Press Book Publishers,Classic,Wuthering Heights Emily Bronte,Fiction
0812552393,0.0,1,0.0,1988,Tor Books,Thriller,The Gold Coast Kim Stanley Robinson,Thriller_Mystery
0440295572,0.0,2,0.0,1999,Dell Publishing Company,Fiction,Legacy of Silence Belva Plain,Fiction
1568654235,4.333333333333333,3,4.333333333333333,1997,Doubleday Books,Thriller,See How They Run James Patterson,Thriller_Mystery
0670824399,7.5,2,7.5,1988,Viking Juvenile,Children's Fantasy,Matilda Roald Dahl,SciFi_Fantasy
0451145399,3.6,5,3.6,1986,New Amer Library,Horror,Night Shift Stephen King,Horror
0785799540,0.0,2,0.0,1999,Sagebrush Bound,Literary Fiction,The Stone Diaries Carol Shields,Fiction
9500704447,8.0,1,8.0,1987,Sudamericana,Literary Fiction,Eva Luna Isabel Allende,Fiction
0385337930,3.3333333333333335,3,3.3333333333333335,2004,Delta,Fiction,A Painted House JOHN GRISHAM,Fiction
0739420704,0.0,2,0.0,2001,G. P. Putnam's Sons,Crime,Isle of Dogs Patricia Cornwell,Thriller_Mystery
0892438770,0.0,1,0.0,1996,Liguori Publications,Romance,The Promise Luane Roche,Romance
0440910846,8.0,1,8.0,1995,Dell Publishing Company,Legal Thriller,The Chamber John Grisham,Thriller_Mystery
0399141707,2.6666666666666665,3,2.6666666666666665,1996,Putnam Publishing Group,Thriller,Cause of Death Patricia Daniels Cornwell,Thriller_Mystery
0743527534,9.0,1,9.0,2002,Encore,Romance,Now You See Her Linda Howard,Romance
0694524913,0.0,3,0.0,2001,HarperAudio,Thriller,Mystic River Dennis Lehane,Thriller_Mystery
0151972036,2.2857142857142856,7,2.2857142857142856,1983,Harcourt,Fantasy,Winter's Tale Mark Helprin,SciFi_Fantasy
0385299273,0.0,2,0.0,1992,Bantam Dell Pub Group,Fiction,Treasures Belva Plain,Fiction
0373512619,0.0,2,0.0,2003,Harlequin,Medical Thriller,Life Support Jennifer Taylor,Thriller_Mystery
0373612591,2.6666666666666665,3,2.6666666666666665,2003,Harlequin,Thriller,Cradle and All M.J. Rodgers,Thriller_Mystery
0821763105,0.0,2,0.0,1999,Zebra Books,Romance/Suspense,Untamed Sharon Ihle,Romance
0718137531,4.0,6,4.0,1997,Penguin Putnam~trade,Mystery,Come to Grief Dick Francis,Thriller_Mystery
045121143X,0.0,1,0.0,2003,Nal Trade,Fiction,Light a Penny Candle Maeve Binchy,Fiction
B0000T6KHI,5.0,2,5.0,2002,Putnam Pub Group,Romance,Three Fates Nora Roberts,Romance
034531560X,0.0,2,0.0,1984,Del Rey Books,Science Fiction,Rendezvous with Rama Arthur Charles Clarke,SciFi_Fantasy
0425170799,0.0,1,0.0,2000,Berkley Pub Group,Thriller,Southern Cross Patricia Daniels Cornwell,Thriller_Mystery
0743537661,0.0,2,0.0,2004,Simon &amp; Schuster Audio,Romance,Safe Harbor Luanne Rice,Romance
0312104170,2.5,2,2.5,1994,St Martins Pr,Thriller,Riptide Mickey Friedman,Thriller_Mystery
0553802127,4.0,6,4.0,2001,Bantam Books,Romance,Brazen Virtue Nora Roberts,Romance
0446890499,0.0,1,0.0,1978,Warner Books,Historical Fiction,Journey R. Massie,Historical
0571205518,0.0,3,0.0,2001,Faber and Faber Ltd,Fantasy,Lost Lucy Wadham,SciFi_Fantasy
1565970071,0.0,2,0.0,1992,Meteor Publishing Corporation,Romance,To Love Again Dana L. Hites,Romance
0142500984,0.0,2,0.0,2003,Puffin Books,Classic,Adventures of Huckleberry Finn Mark Twain,Fiction
0843930187,0.0,1,0.0,1991,Leisure Books,Romance,Sanctuary Joseph P. Desario,Romance
0399134263,1.1666666666666667,6,1.1666666666666667,1989,Putnam Pub Group,Crime,Capital Crimes Lawrence Sanders,Thriller_Mystery
0886772788,0.0,2,0.0,1986,Daw Books,Fantasy,Tailchaser's Song Tad Williams,SciFi_Fantasy
0446302724,0.0,3,0.0,1988,Warner Books,Fiction,Illusions Jessica March,Fiction
0688087361,2.3333333333333335,3,2.3333333333333335,1991,Harpercollins,Crime Fiction,Downtown Ed McBain,Thriller_Mystery
0785788506,8.0,1,8.0,1999,Sagebrush Bound,Thriller,Where Are the Children? Mary Higgins Clark,Thriller_Mystery
0446611905,2.0,3,2.0,2003,Warner Books,Fiction,Coming Home Shirlee Busbee,Fiction
0743204298,7.0,2,7.0,2000,Scribner,Thriller,Deadly Decisions Kathy Reichs,Thriller_Mystery
0450053598,7.0,1,7.0,1983,Hodder &amp; Stoughton General Division,Horror,Midnight John Russo,Horror
2266105329,7.0,1,7.0,2001,Pocket,Romance,Accident Danielle Steel,Romance
0808518852,7.0,1,7.0,1999,Bt Bound,Romance,Changes Danielle Steel,Romance
0399116974,7.0,3,7.0,1976,Putnam Publishing Group,Unknown,"Children of Dune (Dune Chronicles, Book 3) Frank Herbert",Unknown
0394533054,4.0,2,4.0,1988,Alfred A. Knopf,Fiction,The Stranger Albert Camus,Fiction
2226093753,0.0,1,0.0,2000,Albin Michel,Medical Thriller,Contagion Robin Cook,Thriller_Mystery
0345291972,3.3333333333333335,3,3.3333333333333335,1980,Del Rey Books,Science Fiction,Rendezvous with Rama Arthur C. Clarke,SciFi_Fantasy
0425064344,0.0,4,0.0,1983,Berkley Publishing Group,Science Fiction,Dune Frank Herbert,SciFi_Fantasy
1892738325,0.0,1,0.0,1987,Island Nation Press,Fiction,Illusions Charlotte Vale Allen,Fiction
0712653570,0.0,1,0.0,1991,Century,Thriller,Red Dragon Thomas Harris,Thriller_Mystery
0892966610,0.0,3,0.0,1997,Warner Books Inc,Mystery,Comeback Richard Stark,Thriller_Mystery
0743437497,2.5,2,2.5,2002,Pocket,Horror,The Shining Stephen King,Horror
0743204360,0.0,2,0.0,2000,Scribner,Non-Fiction,On Writing Stephen King,Non_Fiction
0812967259,5.0,1,5.0,2003,Modern Library,Science Fiction,The Lost World ARTHUR CONAN DOYLE,SciFi_Fantasy
006101351x,8.0,1,8.0,1998,HarperTorch,Unknown,The Perfect Storm : A True Story of Men Against the Sea Sebastian Junger,Unknown
0425064352,9.0,2,9.0,1983,Penguin Putnam~mass,Unknown,"Children of Dune (Dune Chronicles, Book 3) Frank Herbert",Unknown
0671529951,6.0,1,6.0,1996,Pocket Books,Fiction,Treasures Jo-ann Power,Fiction
0786002832,2.0,5,2.0,1996,Pinnacle Books,Romance,Dangerous Fabio,Romance
0618154000,8.0,3,8.0,2001,Houghton Mifflin Company,Unknown,"The Return of the King (The Lord of the Rings, Part 3) J. R. R. Tolkien",Unknown
1565116690,5.0,1,5.0,2002,Highbridge Audio,Unknown,"The Return of the King (The Lord of the Rings, Part 3) J. R. R. Tolkien",Unknown
1565116674,5.0,1,5.0,2002,Highbridge Audio,Unknown,"The Fellowship of the Ring (The Lord of the Rings, Part 1) J. R. R. Tolkien",Unknown
0833532065,5.0,1,5.0,1999,Sagebrush Bound,Unknown,"The Gunslinger (The Dark Tower, Book 1) Stephen King",Unknown
0671045865,5.0,1,5.0,1999,Simon &amp; Schuster Audio,Horror,The Girl Who Loved Tom Gordon Stephen King,Horror
0140867155,5.0,1,5.0,1998,Penguin Audiobooks,Unknown,"The Drawing of the Three (The Dark Tower, Book 2) Stephen King",Unknown
055347880X,9.0,1,9.0,1998,Bantam Audio Publishing,Fiction,The Loop Nicholas Evans,Fiction
0312855168,2.6666666666666665,3,2.6666666666666665,1995,St Martins Pr,Historical Fiction,Legacy Greg Bear,Historical
051756064X,0.0,1,0.0,1988,Random House Value Pub,Historical Fiction,Legacy Susan Kay,Historical
0831778415,5.0,1,5.0,1993,Smithmark Pub,Horror,Needful Things Stephen King,Horror
1590071352,5.0,1,5.0,2003,New Millennium Audio,Classic,The Scarlet Letter Nathaniel Hawthorne,Fiction
0553477706,3.5,2,3.5,2000,Random House Audio Publishing Group,Romance,The Wedding Danielle Steel,Romance
0553526057,7.0,1,7.0,1999,Random House Audio Publishing Group,Fiction,Fortune's Hand Belva Plain,Fiction
1587884097,7.0,1,7.0,2002,Paperback Nova Audio,Thriller,The Quiet Game Greg Iles,Thriller_Mystery
0879979453,7.5,2,7.5,1984,Daw Books,Fiction,Native Tongue Suzette Haden Elgin,Fiction
0399142258,5.0,2,5.0,1996,Putnam Publishing Group,Science Fiction,Idoru William Gibson,SciFi_Fantasy
0451129423,0.0,2,0.0,1981,Penguin Putnam~mass,Horror,Firestarter Stephen King,Horror
1570429219,0.0,1,0.0,2000,Time Warner Audio Major,Crime,Roses Are Red James Patterson,Thriller_Mystery
0743532945,7.0,1,7.0,2003,Encore,Thriller,Ashes to Ashes Tami Hoag,Thriller_Mystery
0060536942,0.0,1,0.0,2002,HarperAudio,Thriller,Prey Michael Crichton,Thriller_Mystery
0375806784,0.0,1,0.0,2000,Yearling,Children's Fiction,How to Eat Fried Worms THOMAS ROCKWELL,Children
0375806814,5.0,1,5.0,2000,Yearling Books,Children,Where the Red Fern Grows Wilson Rawls,Children
0141802731,0.0,1,0.0,2000,Penguin Audiobooks,Thriller,Code to Zero Ken Follett,Thriller_Mystery
0399145206,0.0,1,0.0,1999,Putnam Berkley Audio,Crime,Certain Prey John Sandford,Thriller_Mystery
1565112318,7.0,1,7.0,1997,Highbridge Audio,Fantasy,Neverwhere Neil Gaiman,SciFi_Fantasy
039914823X,1.75,4,1.75,2001,Putnam Adult,Fiction,How to Be Good Nick Hornby,Fiction
0743504771,3.3333333333333335,3,3.3333333333333335,2001,Simon &amp; Schuster Audio,Thriller,Sudden Prey John Sanford,Thriller_Mystery
074350061X,8.0,1,8.0,2000,Simon &amp; Schuster Audio,Romance,Mr. Perfect Linda Howard,Romance
0425064026,0.0,1,0.0,1983,Berkley Pub Group,Romance,Secrets Elizabeth James,Romance
0553471392,3.3333333333333335,3,3.3333333333333335,1993,Random House Audio,Legal Thriller,The Client John Grisham,Thriller_Mystery
0399147586,0.0,2,0.0,2001,G. P. Putnam's Sons,Crime,Chosen Prey John Sandford,Thriller_Mystery
0399148949,0.0,1,0.0,2002,Putnam Adult,Crime,Mortal Prey John Sandford,Thriller_Mystery
1572701137,0.0,1,0.0,1999,Audio Partners,Gothic,Rebecca Daphne Du Maurier,Horror
0671883127,0.0,1,0.0,1994,Simon &amp; Schuster Audio,Fiction,Second Nature Alice Hoffman,Fiction
0807219622,0.0,1,0.0,2003,Listening Library (Audio),Unknown,"Eragon (Inheritance, Book 1) Christopher Paolini",Unknown
0385323980,0.0,3,0.0,1998,Delta,Crime Comedy,Get Shorty Elmore Leonard,Thriller_Mystery
0553103547,0.0,4,0.0,2002,Bantam,Unknown,"A Game of Thrones (A Song of Ice and Fire, Book 1) George R. R. Martin",Unknown
0821718851,2.0,4,2.0,1986,Zebra Books,Thriller,The Experiment Richard Setlowe,Thriller_Mystery
0771058667,0.0,2,0.0,1989,McClelland &amp; Stewart,Historical Fiction,Journey Michener A.,Historical
0060504544,0.0,1,0.0,2002,HarperChildrensAudio,Fantasy,Coraline Neil Gaiman,SciFi_Fantasy
0375728198,7.0,1,7.0,2002,Random House Large Print Publishing,Romance,A Bend in the Road Nicholas Sparks,Romance
0785727094,0.0,2,0.0,1999,Sagebrush Bound,Thriller,Dolores Claiborne Stephen King,Thriller_Mystery
1570429898,0.0,1,0.0,2001,Time Warner Audio Major,Thriller,The First Counsel Brad Meltzer,Thriller_Mystery
0590139614,5.4,5,5.4,1996,Scholastic Point,Unknown,Northern Lights (His Dark Materials S.) Philip Pullman,Unknown
0374284385,0.0,1,0.0,1993,Farrar Straus &amp; Giroux,Fiction,The Virgin Suicides Jeffrey Eugenides,Fiction
0671570676,0.0,3,0.0,1996,Simon &amp; Schuster Audio,Fiction,Harvest Tess Gerritsen,Fiction
0060185627,0.0,1,0.0,2001,HarperLargePrint,Unknown,Birds of Prey: A Novel of Suspense J.A. Jance,Unknown
B00007CWQC,0.0,1,0.0,2001,Putnam Pub Group,Romance,The Villa Nora Roberts,Romance
0446677124,4.0,2,4.0,2000,Warner Books,Legal Thriller,The Burden of Proof Scott Turow,Thriller_Mystery
0395051029,0.0,2,0.0,1956,Houghton Mifflin Company,Classic,Wuthering Heights Emily Bronte,Fiction
1570426384,0.0,1,0.0,1998,Time Warner Audio Major,Thriller,The Simple Truth David Baldacci,Thriller_Mystery
0451521854,0.0,1,0.0,1961,Signet Book,Classic,Sense and Sensibility Jane Austen,Fiction
0785758941,4.5,2,4.5,1999,Sagebrush Bound,Unknown,Clear and Present Danger (Jack Ryan Novels) Tom Clancy,Unknown
5552034341,0.0,1,0.0,1988,Random House Trade,Thriller,The Icarus Agenda Robert Lodlum,Thriller_Mystery
158060059X,0.0,1,0.0,1997,Knopf,Thriller,The Tailor of Panama John Le Carre,Thriller_Mystery
0739414771,0.0,1,0.0,2001,Bantom Books,Romance,Firefly Beach Luanne Rice,Romance
0892962208,0.0,2,0.0,1994,Warner Books Inc,Romantic Thriller,False Pretenses Arthur Lyons,Thriller_Mystery
0688057624,5.0,2,5.0,1985,Harpercollins,Fiction,The Cider House Rules John Irving,Fiction
0345418131,7.0,1,7.0,1997,Ballantine Books,Legal Thriller,Eyes of a Child Richard North Patterson,Thriller_Mystery
0156155516,2.0,4,2.0,1991,Harvest Books,Thriller,Cat and Mouse Gunter Grass,Thriller_Mystery
0140865977,0.0,1,0.0,1997,Penguin Audiobooks,Unknown,Out to Canaan (The Mitford Years) Jan Karon,Unknown
0375408282,0.0,1,0.0,1999,Random House Audio,Fiction,The Reader Bernhard Schlink,Fiction
0451139798,4.666666666666667,3,4.666666666666667,1981,Signet Book,Horror,Carrie Stephen King,Horror
0785716335,0.0,1,0.0,1999,Sagebrush Bound,Unknown,"The Dragon Reborn (The Wheel of Time, Book 3) Robert Jordan",Unknown
0060149205,0.0,7,0.0,1981,Harpercollins,Fiction,An Indecent Obsession Colleen McCullough,Fiction
0141311363,3.3333333333333335,3,3.3333333333333335,2001,Puffin Books,Children's Fantasy,Matilda Roald Dahl,SciFi_Fantasy
0394494016,4.5,2,4.5,1975,Alfred A. Knopf,Historical Thriller,The Great Train Robbery Michael Crichton,Thriller_Mystery
0399105972,0.0,2,0.0,1958,Putnam Publishing Group,Fantasy,The Once and Future King T. H. White,SciFi_Fantasy
1404336540,8.0,1,8.0,2002,IndyPublish.com,Horror,Dracula Bram Stoker,Horror
074343966X,3.25,4,3.25,2002,Washington Square Press,Thriller,Still Waters Jennifer Lauck,Thriller_Mystery
0385294182,4.2,5,4.2,1985,Bantam Books,Romance,Secrets Danielle Steel,Romance
1853268348,0.0,1,0.0,1997,Universal Sales Marketing,Classic,Jane Eyre Charlotte Bronte,Fiction
0375707719,0.0,2,0.0,2000,Random House Large Print Publishing,Thriller,Black Notice Patricia Daniels Cornwell,Thriller_Mystery
0553173421,10.0,1,10.0,1990,Bantam Books,Thriller,The Bourne Ultimatum Robert Ludlum,Thriller_Mystery
0446693332,5.666666666666667,3,5.666666666666667,2004,Warner Books,Romance,The Wedding Nicholas Sparks,Romance
074930376X,0.0,2,0.0,1991,Mandarin,Fiction,Trial by Fire Frances Fyfield,Fiction
038070756X,0.0,2,0.0,1989,Harper Mass Market Paperbacks (Mm),Romantic Thriller,Open Season Archer Mayor,Thriller_Mystery
0399124470,0.0,1,0.0,1980,Putnam Pub Group,Romance,Bittersweet Susan Strasberg,Romance
0618153985,9.666666666666666,3,9.666666666666666,2001,Houghton Mifflin Company,Unknown,"The Fellowship of the Ring (The Lord of the Rings, Part 1) J.R.R. Tolkien",Unknown
0618153993,9.75,4,9.75,2001,Houghton Mifflin Company,Unknown,"The Two Towers (The Lord of the Rings, Part 2) J. R. R. Tolkien",Unknown
0316769541,10.0,1,10.0,1961,"Little, Brown",Classic,Franny and Zooey J.D. Salinger,Fiction
0895771594,0.0,1,0.0,1982,Readers Digest Assn,Classic,Wuthering Heights Emily Bronte,Fiction
0821735365,0.0,1,0.0,1991,Zebra Books,Romance/Suspense,Sweet Revenge Jean Simon,Romance
0670032557,7.833333333333333,6,7.833333333333333,2003,Viking Books,Unknown,"The Drawing of the Three (The Dark Tower, Book 2) Stephen King",Unknown
0374181136,0.6,5,0.6,1995,Farrar Straus &amp; Giroux,Thriller,Flesh and Blood Michael Cunningham,Thriller_Mystery
0764225103,0.0,1,0.0,2001,Bethany House Publishers,Romance,Sanctuary Beverly Lewis,Romance
0850095824,0.0,1,0.0,1996,Send The Light,Fiction,After the Fire John Lockley,Fiction
0821763458,0.0,1,0.0,1999,Zebra Books,Fiction,Treasures Lisa Jackson,Fiction
0345351371,3.0,3,3.0,1988,Ballantine Books,Thriller,The Eight Katherine Neville,Thriller_Mystery
0452267196,2.5,4,2.5,1991,Penguin USA,Horror,Carrie Stephen King,Horror
0446311073,0.0,1,0.0,1983,Warner Books (Mm),Fiction,Surfacing Margaret Atwood,Fiction
0425101932,0.0,1,0.0,1991,Ivy Books,Family Drama,Promises Charlotte Vale Allen,Drama_Humor
1578150116,1.25,4,1.25,1998,Media Books,Romance,Hidden Riches Nora Roberts,Romance
